Area	Zone	lat	lng
7	1	29.7212	-95.1283
7	1	29.7333	-95.0908
7	1	29.6455	-95.0581
7	1	29.6455	-95.0581
7	1	29.6967	-95.0959
7	1	29.7016	-95.121
7	1	29.6803	-95.0669
7	1	29.6617	-95.02
7	1	29.6183	-95.0167
7	1	29.6768	-95.1204
7	1	29.6768	-95.1204
7	1	29.6879	-95.1346
7	1	29.6	-95.1157
7	1	29.7139	-95.0648
7	1	29.6174	-95.0551
7	1	29.6264	-95.0833
7	1	29.6957	-95.0397
7	1	29.6652	-95.0725
7	1	29.6659	-95.1464
7	1	29.7257	-95.1099
7	1	29.6773	-95.0016
7	1	29.5913	-95.1374
7	1	29.5913	-95.1374
7	1	29.75	-95.0791
7	1	29.7001	-95.0723
7	1	29.6612	-95.1097
7	1	29.712	-95.1392
7	1	29.6249	-95.0449
7	1	29.645	-95.1434
7	1	29.1307	-95.6308
7	1	29.1307	-95.6308
7	1	29.1307	-95.6308
7	1	29.1307	-95.6308
7	1	29.0064	-95.6099
7	1	29.0442	-95.5734
7	1	29.0442	-95.5734
7	1	29.024	-95.6685
7	1	29.024	-95.6685
7	1	29.1865	-95.6976
7	1	29.0991	-95.7241
7	1	29.0374	-95.7314
7	1	29.1279	-95.7983
7	1	29.7999	-95.729
7	1	29.8188	-95.7466
7	1	29.8188	-95.7466
7	1	29.7746	-95.7837
7	1	29.7734	-95.7156
7	1	29.8368	-95.802
7	1	29.8368	-95.802
7	1	29.7854	-95.6878
7	1	29.7854	-95.6878
7	1	29.7529	-95.7382
7	1	29.8032	-95.8122
7	1	29.7688	-95.7527
7	1	29.7688	-95.7527
7	1	29.7688	-95.7527
7	1	29.8231	-95.7076
7	1	29.8231	-95.7076
7	1	30.0479	-95.8814
7	1	30.0112	-95.7448
7	1	30.0112	-95.7448
7	1	29.985	-95.6994
7	1	29.9522	-95.7209
7	1	30.0488	-95.7917
7	1	30.0757	-95.8817
7	1	29.9942	-95.6795
7	1	29.9942	-95.6795
7	1	30.0306	-95.6777
7	1	29.9969	-95.7378
7	1	29.9847	-95.8736
7	1	30.0568	-95.7201
7	1	29.5867	-95.667
7	1	29.6352	-95.6046
7	1	29.5786	-95.5858
7	1	29.622	-95.5831
7	1	29.622	-95.5831
7	1	29.6348	-95.6213
7	1	29.5986	-95.6668
7	1	29.6338	-95.5797
7	1	29.6424	-95.6058
7	1	29.6303	-95.6789
7	1	29.6424	-95.5902
7	1	29.6293	-95.623
7	1	29.5568	-95.6194
7	1	29.5527	-95.6647
7	1	29.6328	-95.6335
7	1	29.5795	-95.6325
7	1	29.5064	-95.6215
7	1	29.6463	-95.6723
7	1	29.5835	-95.6584
7	1	29.5572	-95.6343
7	1	29.5949	-95.6924
7	1	29.5863	-95.6127
7	1	29.6386	-95.6722
7	1	29.5699	-95.6017
7	1	29.6233	-95.6844
7	1	29.6445	-95.6531
7	1	29.6218	-95.6264
7	1	29.6077	-95.6327
7	1	29.6129	-95.6208
7	1	29.5989	-95.6802
7	1	29.5856	-95.6862
7	1	29.602	-95.6585
7	1	29.5969	-95.6457
7	1	29.5969	-95.6457
7	1	29.5951	-95.6351
7	1	29.5951	-95.6192
7	1	29.5849	-95.6533
7	1	29.5591	-95.6767
7	1	29.5471	-95.6783
7	1	29.57	-95.6399
7	1	29.5662	-95.6275
7	1	29.5252	-95.6672
7	1	29.6407	-95.5918
7	1	29.6182	-95.5876
7	1	29.6127	-95.5757
7	1	29.6103	-95.603
7	1	29.5992	-95.5854
7	1	29.5735	-95.6176
7	1	29.5854	-95.5957
7	1	29.5769	-95.5814
7	1	29.5873	-95.5693
7	1	29.5749	-95.5608
7	1	29.5612	-95.6023
7	1	29.5612	-95.6023
7	1	29.5522	-95.5865
7	1	29.5499	-95.565
7	1	29.5582	-95.5556
7	1	29.539	-95.578
7	1	29.6139	-95.684
7	1	29.5997	-95.5677
7	1	29.6375	-95.693
7	1	29.6197	-95.6505
7	1	29.477	-95.6349
7	1	29.477	-95.6349
7	1	29.6199	-95.6402
7	1	29.5783	-95.5993
7	1	29.5827	-95.625
7	1	29.6434	-95.6279
7	1	29.5713	-95.6821
7	1	29.5516	-95.6609
7	1	29.6239	-95.6025
7	1	29.5988	-95.5988
7	1	29.5974	-95.6089
7	1	29.5866	-95.6087
7	1	29.5848	-95.5776
7	1	29.6052	-95.5709
7	1	29.565	-95.5767
7	1	29.5632	-95.5701
7	1	29.6351	-95.6802
7	1	29.6415	-95.5764
7	1	29.6415	-95.6135
7	1	29.5573	-95.63
7	1	29.5907	-95.629
7	1	29.5809	-95.6109
7	1	29.5744	-95.6052
7	1	29.6254	-95.6119
7	1	29.5758	-95.5811
7	1	29.7534	-95.3885
7	1	29.7717	-95.4135
7	1	29.7891	-95.3326
7	1	29.8285	-95.4196
7	1	29.8211	-95.3396
7	1	29.801	-95.3895
7	1	29.801	-95.3895
7	1	29.8413	-95.3735
7	1	29.8413	-95.3735
7	1	29.8413	-95.3735
7	1	29.8413	-95.3735
7	1	29.8231	-95.4258
7	1	29.8231	-95.4258
7	1	29.8024	-95.3188
7	1	29.8024	-95.3188
7	1	29.8578	-95.3733
7	1	29.8009	-95.3609
7	1	29.7558	-95.404
7	1	29.8514	-95.4178
7	1	29.7949	-95.41
7	1	29.775	-95.3806
7	1	29.775	-95.3806
7	1	29.8019	-95.4401
7	1	29.8019	-95.4401
7	1	29.8326	-95.3845
7	1	29.1479	-95.3732
7	1	29.247	-95.3912
7	1	29.1914	-95.4397
7	1	29.2086	-95.5213
7	1	29.3119	-95.4605
7	1	29.3119	-95.4605
7	1	29.2466	-95.3363
7	1	29.1455	-95.4243
7	1	29.1418	-95.5274
7	1	29.1388	-95.2289
7	1	29.1676	-95.431
7	1	29.1676	-95.431
7	1	29.1676	-95.431
7	1	29.1676	-95.431
7	1	29.3509	-95.7312
7	1	29.3509	-95.7312
7	1	29.3891	-95.6483
7	1	29.4109	-95.8517
7	1	29.4614	-95.8679
7	1	29.3746	-95.9015
7	1	29.4258	-95.7807
7	1	29.4258	-95.7807
7	1	29.3112	-95.7915
7	1	29.3112	-95.7915
7	1	29.2799	-95.7287
7	1	29.4234	-95.8399
7	1	29.3683	-95.7821
7	1	29.995	-95.2578
7	1	29.995	-95.2578
7	1	29.995	-95.2578
7	1	30.0572	-95.1638
7	1	30.0572	-95.1638
7	1	30.0572	-95.1638
7	1	30.0572	-95.1638
7	1	30.0874	-95.2287
7	1	30.0008	-95.1518
7	1	30.0008	-95.1518
7	1	30.0483	-95.0998
7	1	30.05	-95.2261
7	1	30.05	-95.2261
7	1	29.9754	-95.1997
7	1	29.9617	-95.1728
7	1	29.9965	-95.1917
7	1	29.9965	-95.1917
7	1	30.0375	-95.199
7	1	29.9914	-95.2679
7	1	30.0807	-95.1224
7	1	30.0695	-95.1937
7	1	30.0695	-95.1937
7	1	30.0617	-95.2461
7	1	29.9956	-95.0998
7	1	29.5997	-94.715
7	1	29.4507	-94.6446
7	1	29.4507	-94.6446
7	1	29.7452	-95.3729
7	1	29.7422	-95.3501
7	1	29.7082	-95.3824
7	1	29.6956	-95.377
7	1	29.6956	-95.377
7	1	29.6956	-95.377
7	1	29.6956	-95.377
7	1	29.7155	-95.3601
7	1	29.7261	-95.3855
7	1	29.7784	-95.3029
7	1	29.7444	-95.2712
7	1	29.7379	-95.2975
7	1	29.6828	-95.297
7	1	29.6828	-95.297
7	1	29.6594	-95.3158
7	1	29.6872	-95.3354
7	1	29.6996	-95.3102
7	1	29.7308	-95.2715
7	1	29.762	-95.2759
7	1	29.7549	-95.3328
7	1	29.7549	-95.3328
7	1	29.7349	-95.3477
7	1	29.7349	-95.3477
7	1	29.7494	-95.3689
7	1	29.7494	-95.3689
7	1	29.7494	-95.3689
7	1	29.7459	-95.383
7	1	29.7123	-95.2876
7	1	29.7123	-95.2876
7	1	29.7647	-95.3128
7	1	29.781	-95.2829
7	1	29.781	-95.2829
7	1	29.7238	-95.319
7	1	29.7238	-95.319
7	1	29.67	-95.3546
7	1	29.67	-95.3546
7	1	29.6938	-95.7289
7	1	29.7552	-95.8379
7	1	29.71	-95.8365
7	1	29.71	-95.8365
7	1	29.7062	-95.8094
7	1	29.6971	-95.7837
7	1	29.7247	-95.8111
7	1	29.7403	-95.7592
7	1	29.7481	-95.7946
7	1	29.677	-95.8572
7	1	29.7328	-95.839
7	1	29.6667	-95.8074
7	1	29.724	-95.7772
7	1	29.714	-95.7538
7	1	29.714	-95.7538
7	1	29.6564	-95.7434
7	1	29.67	-95.7301
7	1	29.694	-95.751
7	1	29.8689	-95.4878
7	1	29.9194	-95.4008
7	1	29.9194	-95.4008
7	1	29.9194	-95.4008
7	1	29.9194	-95.4008
7	1	29.9553	-95.4614
7	1	29.9553	-95.4614
7	1	29.8922	-95.5387
7	1	29.8922	-95.5387
7	1	29.8948	-95.4822
7	1	29.8817	-95.5123
7	1	29.8893	-95.4272
7	1	29.8649	-95.4538
7	1	29.968	-95.4976
7	1	29.9491	-95.4053
7	1	29.916	-95.5201
7	1	29.9262	-95.4794
7	1	29.9459	-95.5093
7	1	29.9459	-95.5093
7	1	29.9013	-95.5115
7	1	29.9435	-95.4672
7	1	29.9717	-95.4548
7	1	29.9207	-95.4403
7	1	29.8946	-95.4018
7	1	29.9537	-95.4901
7	1	29.8776	-95.4767
7	1	29.8695	-95.4297
7	1	29.9323	-95.3913
7	1	29.9508	-95.4389
7	1	29.8548	-95.4794
7	1	29.8548	-95.4794
7	1	29.8947	-95.4609
7	1	29.8947	-95.4609
7	1	29.9225	-95.5054
7	1	29.9225	-95.5054
7	1	30.4142	-95.6285
7	1	30.4142	-95.6285
7	1	30.3539	-95.6035
7	1	30.3539	-95.6035
7	1	30.3092	-95.6203
7	1	30.3471	-95.624
7	1	30.2963	-95.6061
7	1	29.8287	-95.0554
7	1	29.9279	-95.1603
7	1	29.9279	-95.1603
7	1	29.8533	-95.1033
7	1	29.8533	-95.1033
7	1	29.8853	-95.0409
7	1	29.9381	-95.0808
7	1	29.9606	-95.0225
7	1	29.9057	-95.049
7	1	29.9057	-95.049
7	1	29.5675	-95.3959
7	1	29.6278	-95.3525
7	1	29.6241	-95.3708
7	1	29.6241	-95.3708
7	1	29.5757	-95.3245
7	1	29.5757	-95.3245
7	1	29.5387	-95.3391
7	1	29.5387	-95.3391
7	1	29.5546	-95.4006
7	1	29.5546	-95.4006
7	1	29.5546	-95.4006
7	1	29.5401	-95.3536
7	1	29.6141	-95.4155
7	1	29.6141	-95.4155
7	1	29.6201	-95.3119
7	1	29.6201	-95.3119
7	1	29.6201	-95.3119
7	1	29.6201	-95.3119
7	1	29.3364	-94.7721
7	1	29.293	-94.8831
7	1	29.2878	-94.8076
7	1	29.2487	-94.8834
7	1	29.2723	-94.8332
7	1	29.2723	-94.8332
7	1	29.2934	-94.8147
7	1	29.2934	-94.8147
7	1	29.2934	-94.8147
7	1	29.2934	-94.8147
7	1	29.3032	-94.786
7	1	29.6455	-95.4999
7	1	29.6455	-95.4999
7	1	29.6329	-95.5504
7	1	29.6334	-95.4368
7	1	29.6272	-95.5035
7	1	29.61	-95.5466
7	1	29.634	-95.465
7	1	29.665	-95.5012
7	1	29.6607	-95.5012
7	1	29.6146	-95.4497
7	1	29.6655	-95.5351
7	1	29.6655	-95.5351
7	1	29.5737	-95.5396
7	1	29.5737	-95.5396
7	1	29.6457	-95.5414
7	1	29.5941	-95.5221
7	1	29.5941	-95.5221
7	1	29.5977	-95.4783
7	1	29.5977	-95.4783
7	1	29.5893	-95.464
7	1	30.3906	-95.5338
7	1	30.3962	-95.4587
7	1	30.4186	-95.5137
7	1	30.4186	-95.5137
7	1	30.4667	-95.5408
7	1	30.4667	-95.5408
7	1	30.4667	-95.5408
7	1	30.4718	-95.4371
7	1	30.345	-95.5251
7	1	30.4443	-95.3817
7	1	30.5015	-95.4859
7	1	30.435	-95.5606
7	1	29.5597	-95.8078
7	1	29.5412	-95.7103
7	1	29.5412	-95.7103
7	1	29.5412	-95.7103
7	1	29.5412	-95.7103
7	1	29.5802	-95.7621
7	1	29.5802	-95.7621
7	1	29.5508	-95.7996
7	1	29.5508	-95.7996
7	1	29.5508	-95.7996
7	1	29.5502	-95.7228
7	1	29.51	-95.7946
7	1	29.51	-95.7946
7	1	29.5828	-95.6974
7	1	29.498	-95.8373
7	1	29.623	-95.7488
7	1	29.623	-95.7488
7	1	30.191	-95.6463
7	1	30.191	-95.6463
7	1	30.191	-95.6463
7	1	30.191	-95.6463
7	1	30.1922	-95.7127
7	1	30.2027	-95.7683
7	1	30.2027	-95.7683
7	1	30.2027	-95.7683
7	1	30.0996	-95.6438
7	1	30.0996	-95.6438
7	1	30.0996	-95.6438
7	1	30.0996	-95.6438
7	1	30.13	-95.709
7	1	30.1134	-95.7682
7	1	30.1134	-95.7682
7	1	30.1134	-95.7682
7	1	30.1134	-95.7682
7	1	30.1301	-95.6851
7	1	30.1301	-95.6851
7	1	30.159	-95.4475
7	1	30.159	-95.4475
7	1	30.159	-95.4475
7	1	30.2087	-95.4341
7	1	30.2087	-95.4341
7	1	30.2087	-95.4341
7	1	30.2087	-95.4341
7	1	30.1086	-95.3947
7	1	30.15	-95.4635
7	1	30.1764	-95.383
7	1	30.1293	-95.4063
7	1	30.1293	-95.4063
7	1	30.1293	-95.4063
7	1	30.1293	-95.4063
7	1	30.1553	-95.3317
7	1	30.1322	-95.4673
7	1	30.1322	-95.4673
7	1	30.1322	-95.4673
7	1	30.1322	-95.4673
7	1	30.1405	-95.3949
7	1	29.8155	-95.5285
7	1	29.8155	-95.5285
7	1	29.7719	-95.5678
7	1	29.8515	-95.5531
7	1	29.8522	-95.5199
7	1	29.821	-95.5512
7	1	29.7696	-95.5059
7	1	29.7696	-95.5059
7	1	29.7867	-95.5715
7	1	29.7867	-95.5715
7	1	29.7893	-95.4727
7	1	29.7893	-95.4727
7	1	29.8497	-95.523
7	1	29.8497	-95.523
7	1	29.8321	-95.4766
7	1	29.8321	-95.4766
7	1	29.7473	-95.5537
7	1	29.7617	-95.535
7	1	29.8011	-95.4872
7	1	29.7951	-95.5127
7	1	29.8428	-95.4671
7	1	29.84	-95.5935
7	1	29.8558	-95.5727
7	1	29.8558	-95.5727
7	1	29.8259	-95.4995
7	1	29.8006	-95.5653
7	1	29.7419	-95.5555
7	1	29.7701	-94.6678
7	1	29.7701	-94.6678
7	1	29.8168	-94.3841
7	1	29.8168	-94.3841
7	1	29.8488	-94.7052
7	1	29.856	-94.5953
7	1	29.697	-94.6307
7	1	29.697	-94.6307
7	1	29.7885	-94.5219
7	1	29.7655	-94.4211
7	1	29.8659	-94.4042
7	1	29.8866	-94.5351
7	1	30.006	-95.5991
7	1	29.9929	-95.6028
7	1	29.9929	-95.6028
7	1	29.9641	-95.5694
7	1	29.9641	-95.5694
7	1	29.9641	-95.5694
7	1	29.9188	-95.5682
7	1	29.9673	-95.6561
7	1	29.9256	-95.6183
7	1	29.9738	-95.5397
7	1	29.9039	-95.5828
7	1	29.9039	-95.5828
7	1	30.014	-95.6326
7	1	29.9317	-95.5574
7	1	29.9317	-95.5574
7	1	29.9632	-95.5909
7	1	29.9415	-95.6174
7	1	29.9415	-95.6174
7	1	29.9811	-95.3672
7	1	29.9578	-95.3827
7	1	29.9578	-95.3827
7	1	29.9859	-95.4194
7	1	29.9859	-95.4194
7	1	30.0638	-95.4164
7	1	30.0638	-95.4164
7	1	30.0203	-95.4398
7	1	30.0203	-95.4398
7	1	30.0491	-95.4097
7	1	30.0089	-95.4139
7	1	30.0438	-95.3535
7	1	30.0438	-95.3535
7	1	30.0438	-95.3535
7	1	30.0438	-95.3535
7	1	30.0779	-95.3443
7	1	30.0098	-95.29
7	1	30.023	-95.3839
7	1	30.023	-95.3839
7	1	30.023	-95.3839
7	1	30.023	-95.3839
7	1	30.023	-95.3839
7	1	30.0134	-95.3067
7	1	30.0134	-95.3067
7	1	30.0767	-95.4464
7	1	29.3946	-95.1525
7	1	29.422	-95.1123
7	1	29.4271	-95.0565
7	1	29.3563	-95.0852
7	1	29.3563	-95.0852
7	1	29.3733	-95.0453
7	1	29.3395	-95.0432
7	1	29.4401	-95.0868
7	1	29.4401	-95.0868
7	1	29.3642	-95.1118
7	1	29.39	-94.9041
7	1	29.3737	-94.9501
7	1	29.4778	-94.9523
7	1	29.3658	-95.0065
7	1	29.3658	-95.0065
7	1	29.4081	-94.9323
7	1	29.3725	-94.9718
7	1	29.3306	-94.9439
7	1	29.429	-94.9051
7	1	29.4426	-95.0177
7	1	29.3913	-94.9264
7	1	29.6848	-95.2062
7	1	29.6848	-95.2062
7	1	29.6487	-95.223
7	1	29.6487	-95.223
7	1	29.6489	-95.1775
7	1	29.6489	-95.1775
7	1	29.6489	-95.1775
7	1	29.6489	-95.1775
7	1	29.6325	-95.2634
7	1	29.6971	-95.1736
7	1	29.6971	-95.1736
7	1	29.6679	-95.2676
7	1	29.6682	-95.2231
7	1	29.7031	-95.1861
7	1	29.7181	-95.2069
7	1	29.6893	-95.2367
7	1	29.6267	-95.219
7	1	29.6969	-95.261
7	1	29.6969	-95.261
7	1	29.6296	-95.2908
7	1	29.6745	-95.1717
7	1	29.736	-95.238
7	1	29.736	-95.238
7	1	29.736	-95.238
7	1	29.736	-95.238
7	1	29.7131	-95.232
7	1	29.6506	-95.2537
7	1	29.6506	-95.2537
7	1	29.6349	-95.1928
7	1	29.6761	-94.437
7	1	29.5461	-94.4288
7	1	29.6358	-94.5697
7	1	29.3549	-95.5137
7	1	29.5176	-95.5268
7	1	29.4945	-95.527
7	1	29.4945	-95.527
7	1	29.4451	-95.4629
7	1	29.5049	-95.4294
7	1	29.5101	-95.462
7	1	29.5349	-95.4744
7	1	29.5349	-95.4744
7	1	29.4836	-95.3921
7	1	29.4836	-95.3921
7	1	29.3425	-95.5678
7	1	29.3885	-95.6026
7	1	29.3885	-95.6026
7	1	29.5413	-95.5309
7	1	29.4157	-95.4457
7	1	29.4157	-95.4457
7	1	29.4157	-95.4457
7	1	29.4157	-95.4457
7	1	29.7608	-95.6209
7	1	29.7608	-95.6209
7	1	29.6804	-95.6159
7	1	29.6934	-95.5502
7	1	29.6934	-95.5502
7	1	29.7419	-95.6312
7	1	29.7065	-95.6638
7	1	29.7402	-95.5762
7	1	29.7402	-95.5762
7	1	29.7062	-95.5817
7	1	29.7062	-95.5817
7	1	29.7062	-95.5817
7	1	29.7062	-95.5817
7	1	29.6717	-95.5889
7	1	29.6717	-95.5889
7	1	29.7355	-95.5761
7	1	29.6874	-95.5713
7	1	29.7174	-95.6115
7	1	29.6551	-95.5929
7	1	29.7638	-95.6104
7	1	29.6944	-95.6847
7	1	29.6944	-95.6847
7	1	29.6616	-95.6709
7	1	29.6616	-95.6709
7	1	29.703	-95.6407
7	1	29.703	-95.6407
7	1	29.703	-95.6407
7	1	29.7181	-95.614
7	1	29.7181	-95.614
7	1	29.6734	-95.641
7	1	29.6734	-95.641
7	1	30.5293	-95.4764
7	1	29.7501	-94.9256
7	1	29.7501	-94.9256
7	1	29.7501	-94.9256
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.8222	-95.2194
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.9418	-95.5306
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	29.4829	-95.6311
7	1	28.795	-96.0481
7	1	28.795	-96.0481
7	1	28.795	-96.0481
7	1	29.6949	-95.0406
7	1	29.6949	-95.0406
7	1	29.6949	-95.0406
7	1	29.2294	-95.1952
7	1	29.2294	-95.1952
7	1	29.8247	-94.9197
7	1	29.8247	-94.9197
7	1	29.8247	-94.9197
7	1	29.8247	-94.9197
7	1	29.8247	-94.9197
7	1	29.8247	-94.9197
7	1	29.6226	-95.0458
7	1	29.6226	-95.0458
7	1	29.6226	-95.0458
7	1	29.6226	-95.0458
7	1	29.6226	-95.0458
7	1	29.2559	-95.2103
7	1	29.2559	-95.2103
7	1	29.2559	-95.2103
7	1	29.2559	-95.2103
7	1	29.2559	-95.2103
7	1	29.7535	-94.9973
7	1	29.7535	-94.9973
7	1	29.7535	-94.9973
7	1	29.7535	-94.9973
7	1	29.7535	-94.9973
7	1	29.7592	-95.0096
7	1	29.7592	-95.0096
7	1	29.7592	-95.0096
7	1	29.7592	-95.0096
7	1	29.7592	-95.0096
7	1	29.7314	-95.0839
7	1	29.7314	-95.0839
7	1	29.7314	-95.0839
7	1	29.7314	-95.0839
7	1	29.7314	-95.0839
7	1	29.7211	-95.3954
7	1	29.7211	-95.3954
7	1	29.7211	-95.3954
7	1	29.7211	-95.3954
7	1	29.2639	-95.8997
7	1	29.2639	-95.8997
7	1	29.3762	-94.9465
7	1	29.3762	-94.9465
7	1	29.6981	-95.2547
7	1	29.6981	-95.2547
7	1	29.7232	-95.1289
7	1	29.7232	-95.1289
7	1	29.7232	-95.1289
7	1	29.7232	-95.1289
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.8162	-95.1077
7	1	29.7198	-95.2706
7	1	29.7198	-95.2706
7	1	29.3787	-94.9438
7	1	29.3787	-94.9438
7	1	29.3787	-94.9438
7	1	29.3787	-94.9438
7	1	29.3787	-94.9438
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	28.9914	-95.4075
7	1	29.3782	-94.922
7	1	29.3782	-94.922
7	1	29.3782	-94.922
7	1	29.3782	-94.922
7	1	29.3782	-94.922
7	1	29.7261	-95.6382
7	1	29.7261	-95.6382
7	1	28.9802	-95.342
7	1	28.9802	-95.342
7	1	28.9802	-95.342
7	1	28.9802	-95.342
7	1	28.9802	-95.342
7	1	29.0728	-95.745
7	1	29.0728	-95.745
7	1	29.0728	-95.745
7	1	29.0728	-95.745
7	1	29.0728	-95.745
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.7248	-95.1765
7	1	29.837	-95.1217
7	1	29.837	-95.1217
7	1	29.837	-95.1217
7	1	29.837	-95.1217
7	1	29.837	-95.1217
7	1	29.837	-95.1217
7	1	29.7189	-95.2319
7	1	29.7189	-95.2319
7	1	29.7189	-95.2319
7	1	29.7189	-95.2319
7	1	29.7189	-95.2319
7	1	29.002	-95.394
7	1	29.002	-95.394
7	1	29.002	-95.394
7	1	29.002	-95.394
7	1	29.7732	-94.9019
7	1	29.7732	-94.9019
7	1	29.7732	-94.9019
7	1	29.7732	-94.9019
7	1	29.7732	-94.9019
7	1	29.4731	-95.6244
7	1	29.4731	-95.6244
7	1	29.4731	-95.6244
7	1	29.4731	-95.6244
7	1	29.4731	-95.6244
7	1	29.7029	-95.0718
7	1	29.7029	-95.0718
7	1	29.7029	-95.0718
7	1	29.7029	-95.0718
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.7134	-95.1345
7	1	29.3781	-94.9328
7	1	29.3781	-94.9328
7	1	29.3781	-94.9328
7	1	29.3781	-94.9328
7	1	29.3781	-94.9328
7	1	29.3781	-94.9328
7	1	28.9888	-95.3954
7	1	28.9888	-95.3954
7	1	28.9888	-95.3954
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.2878	-96.0683
7	1	29.7516	-94.9231
7	1	29.7516	-94.9231
7	1	29.7516	-94.9231
7	1	29.7516	-94.9231
7	1	29.7516	-94.9231
7	1	29.8382	-94.9007
7	1	29.8382	-94.9007
7	1	29.7035	-95.3983
7	1	29.7035	-95.3983
7	1	29.7233	-95.2103
7	1	29.7233	-95.2103
7	1	29.4753	-95.6342
7	1	29.4753	-95.6342
7	1	29.7395	-95.1947
7	1	29.7395	-95.1947
7	1	28.9792	-95.3069
7	1	28.9792	-95.3069
7	1	29.7095	-95.4003
7	1	29.7095	-95.4003
7	1	29.2894	-96.0654
7	1	29.2894	-96.0654
7	1	29.2894	-96.0654
7	1	29.2894	-96.0654
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.4924	-94.9848
7	1	29.8833	-95.1113
7	1	29.8833	-95.1113
7	1	29.6473	-95.4515
7	1	29.6473	-95.4515
7	1	29.7408	-96.1599
7	1	29.7408	-96.1599
7	1	29.6314	-96.0769
7	1	29.6314	-96.0769
7	1	29.5376	-95.9695
7	1	29.5376	-95.9695
7	1	29.2054	-96.0234
7	1	29.2054	-96.0234
7	1	29.5624	-95.0893
7	1	29.5624	-95.0893
7	1	29.5624	-95.0893
7	1	29.5624	-95.0893
3	1	29.253	-99.7543
3	1	29.4332	-99.4944
3	1	29.2708	-100.236
3	1	29.4109	-100.519
3	1	29.5432	-100.306
3	1	29.5501	-99.9883
3	1	29.2943	-99.7595
3	1	29.7304	-99.7704
3	1	29.8323	-99.749
3	1	29.2263	-99.5357
3	1	29.1637	-99.8407
3	1	30.4018	-99.4552
4	1	28.4325	-98.4239
4	1	28.6568	-98.1172
4	1	28.8906	-99.7061
3	1	29.0251	-99.9343
6	1	29.2606	-98.8449
6	1	29.0591	-98.5152
4	1	28.9869	-98.4317
6	1	28.862	-98.2766
4	1	28.8268	-98.5543
6	1	29.477	-98.8794
6	1	29.3994	-99.1746
6	1	29.2393	-99.3373
6	1	29.3113	-99.1927
6	1	29.3594	-99.0868
6	1	29.1651	-99.1477
4	1	28.9842	-99.1397
6	1	29.0747	-99.2574
6	1	29.3555	-98.9743
6	1	29.448	-98.8307
6	1	29.448	-98.8307
6	1	29.199	-98.9404
6	1	29.2147	-98.9248
6	1	29.1626	-99.0439
4	1	29.1815	-98.7045
6	1	29.1076	-98.806
6	1	29.0784	-98.9193
6	1	29.0684	-99.1485
4	1	28.9643	-98.9497
4	1	28.9959	-98.7
4	1	29.1288	-98.6324
6	1	29.1246	-98.5075
4	1	28.9561	-98.6787
6	1	28.9709	-98.559
4	1	28.8318	-99.3822
4	1	28.8305	-99.0804
4	1	28.8653	-99.2475
4	1	28.7111	-99.2439
4	1	28.752	-99.0602
4	1	28.6671	-99.1384
4	1	28.7909	-98.783
4	1	28.8342	-98.4782
4	1	28.7795	-98.653
4	1	28.6914	-98.5763
4	1	29.0161	-98.3873
6	1	28.7566	-98.1958
4	1	29.0278	-98.7997
4	1	29.126	-98.7495
4	1	28.7228	-98.9239
4	1	28.9018	-98.3866
